producto;cod_barra;descripcion;precio;fecha_mod
776010;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. AZUL;$ 294,10;10/5/2021
776014;9,19991E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. BLANCO;$ 294,10;10/5/2021
776011;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. BORDO;$ 294,10;10/5/2021
776006;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. CELES;$ 294,10;10/5/2021
776008;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. GRIS;$ 294,10;10/5/2021
776015;9,19991E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. KRAFT;$ 294,10;10/5/2021
776009;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. NARANJA;$ 294,10;10/5/2021
776012;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. NEGRO;$ 294,10;10/5/2021
776003;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. ROJO;$ 294,10;10/5/2021
776004;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. VDE;$ 294,10;10/5/2021
776007;7,79619E+12;CARPETA APE CARTULINA 2 SOL PRES F55 * 10 U. VDE OSC;$ 294,10;10/5/2021
638110;7,79222E+12;CARPETA ARTE A4 330 BLOOM C/REP # 120 H T/C;$ 461,90;30/12/2020
638076;7,79222E+12;CARPETA ARTE A4 330 BLOOM C/REP = 120 H T/C;$ 461,90;30/12/2020
638383;9,19991E+12;CARPETA ARTE A4 330 CAMOUFLAGE C/REP = 120 H T/C;$ 461,90;30/12/2020
638384;7,79222E+12;CARPETA ARTE A4 330 CITIES C/REP = 120 H T/C;$ 461,90;30/12/2020
638136;7,79222E+12;CARPETA ARTE A4 330 CLIP C/REP = 120 H T/C;$ 461,90;30/12/2020
638078;7,79222E+12;CARPETA ARTE A4 330 ESCOCES C/REP = 120 H T/C;$ 461,90;30/12/2020
638918;7,79222E+12;CARPETA ARTE A4 C/REP *120 H T/C NINFA;$ 472,61;30/12/2020
638815;9,19991E+12;CARPETA ASAMBLEA 240 AS550542 VERY GLAM;$ 148,36;28/7/2020
638820;9,19991E+12;CARPETA ASAMBLEA 240 AS550546 MANO DE FATIMA;$ 148,36;28/7/2020
638816;9,19991E+12;CARPETA ASAMBLEA 240 AS550547 GEOMETRICO;$ 148,36;28/7/2020
638817;9,19991E+12;CARPETA ASAMBLEA 240 AS550549 FREE STYLE;$ 148,36;28/7/2020
638818;9,19991E+12;CARPETA ASAMBLEA 3 SOLAP AS590541 PETS CINEMA;$ 102,06;28/7/2020
638819;9,19991E+12;CARPETA ASAMBLEA 3 SOLAP AS590542 VERY GLAM;$ 102,06;28/7/2020
638736;7,79831E+12;CARPETA ASAMBLEA 340 AS500540 MEDIEVAL KNIGHT;$ 140,80;28/7/2020
638732;7,79831E+12;CARPETA ASAMBLEA 340 AS500541 PETS CINMEA;$ 140,80;28/7/2020
638731;7,79831E+12;CARPETA ASAMBLEA 340 AS500542 VERY GLAM;$ 140,80;28/7/2020
638615;7,79831E+12;CARPETA ASAMBLEA 340 AS500543 TUNNING CARS;$ 140,80;28/7/2020
638735;7,79831E+12;CARPETA ASAMBLEA 340 AS500544 DEPORTE EXTREMO;$ 140,80;28/7/2020
638728;7,79831E+12;CARPETA ASAMBLEA 340 AS500545 ECOLOGIC;$ 140,80;28/7/2020
638737;7,79831E+12;CARPETA ASAMBLEA 340 AS500546 MANO DE FATIMA;$ 140,80;28/7/2020
638733;7,79831E+12;CARPETA ASAMBLEA 340 AS500547 GEOMETRICO;$ 140,80;28/7/2020
638734;7,79831E+12;CARPETA ASAMBLEA 340 AS500548 DARK ZOMBIES;$ 140,80;28/7/2020
638730;7,79831E+12;CARPETA ASAMBLEA 340 AS500549 FREESTYLE;$ 140,80;28/7/2020
638729;7,79831E+12;CARPETA ASAMBLEA 340 AS500550 HAPPINESS;$ 140,80;28/7/2020
638516;7,79831E+12;CARPETA ASAMBLEA 340 AS500554 ORIENTAL;$ 140,80;28/7/2020
638515;7,79831E+12;CARPETA ASAMBLEA Nro 3 AS520540 MEDIEVAL KNIGHT;$ 107,70;28/7/2020
638821;9,19991E+12;CARPETA ASAMBLEA Nro 3 AS520541 PETS CINEMA;$ 107,70;28/7/2020
638512;7,79831E+12;CARPETA ASAMBLEA Nro 3 AS520542 VERY GLAM;$ 107,70;28/7/2020
638513;7,79831E+12;CARPETA ASAMBLEA Nro 3 AS520543 TUNNING CARS;$ 107,70;28/7/2020
638822;9,19991E+12;CARPETA ASAMBLEA Nro 3 AS520544 DEPORTE EXTREMO;$ 107,70;28/7/2020
638804;7,79831E+12;CARPETA ASAMBLEA Nro 3 AS520546 FATIMA NEW;$ 107,70;28/7/2020
638514;7,79831E+12;CARPETA ASAMBLEA Nro 3 AS520547 GEOMETRICO;$ 107,70;28/7/2020
638511;7,79831E+12;CARPETA ASAMBLEA Nro 3 AS520548 DARK ZOMBIES;$ 107,70;28/7/2020
638823;9,19991E+12;CARPETA ASAMBLEA Nro 3 AS520549 FREE STYLE;$ 107,70;28/7/2020
638824;9,19991E+12;CARPETA ASAMBLEA Nro 3 AS520554 ORIENTAL;$ 107,70;28/7/2020
638809;7,79831E+12;CARPETA ASAMBLEA Nro 5 AS530541 PETS CINEMA;$ 107,73;28/7/2020
638810;9,19991E+12;CARPETA ASAMBLEA Nro 5 AS530542 VERY GLAM;$ 107,73;28/7/2020
638811;9,19991E+12;CARPETA ASAMBLEA Nro 5 AS530544 DEPORTE EXTREMO;$ 107,73;28/7/2020
638803;7,79831E+12;CARPETA ASAMBLEA Nro 5 AS530550 HAPPINESS;$ 107,73;28/7/2020
638808;9,19991E+12;CARPETA ASAMBLEA Nro 5 AS530551 COOL BEAR;$ 107,73;28/7/2020
638812;9,19991E+12;CARPETA ASAMBLEA Nro 6 AS540002 BLACK&WHITE;$ 188,06;28/7/2020
638813;9,19991E+12;CARPETA ASAMBLEA Nro 6 AS540542 VERY GLAM;$ 188,06;28/7/2020
638814;9,19991E+12;CARPETA ASAMBLEA Nro 6 AS540544 DEPORTE EXTREMO;$ 188,06;28/7/2020
670433;7,79819E+12;CARPETA AVENGERS 3 SOLP. PPR;$ 106,70;20/4/2020
670455;7,79819E+12;CARPETA AVENGERS 340 CARTONE PPR;$ 218,90;20/4/2020
670476;7,79819E+12;CARPETA AVENGERS Nro 3 CARTONE PPR;$ 121,00;20/4/2020
670490;7,79819E+12;CARPETA AVENGERS Nro 5 CARTONE PPR;$ 143,00;20/4/2020
638565;7,79818E+12;CARPETA AVERY 340 17216 EDIC LIMIT CORAZON CARTONE;$ 99,64;4/4/2019
638794;9,19991E+12;CARPETA AVERY 340 17218 EDIC LIMIT VINTAGE CARTONE;$ 99,64;4/4/2019
795078;7,79818E+12;CARPETA AVERY Nro 5 PATCHWORK;$ 128,27;1/2/2020
641004;7,79801E+12;CARPETA BASE OPACA FRENTE CRISTAL A4 *12 U.;$ 305,17;8/3/2021
641001;7,79801E+12;CARPETA BASE OPACA FRENTE CRISTAL A4 *25 U.;$ 635,78;8/3/2021
641003;7,79801E+12;CARPETA BASE OPACA FRENTE CRISTAL OF *10 U.;$ 296,29;8/3/2021
641002;7,79801E+12;CARPETA BASE OPACA FRENTE CRISTAL OF *12 U.;$ 355,55;8/3/2021
670492;7,79834E+12;CARPETA BENITO FER. 3 SOLP. PPR;$ 106,70;20/4/2020
670456;7,79834E+12;CARPETA BENITO FER. 340 CARTONE PPR;$ 218,90;20/4/2020
670470;7,79834E+12;CARPETA BENITO FER. A4 CARTONE PPR;$ 235,40;20/4/2020
670486;7,79834E+12;CARPETA BENITO FER. Nro 3 CARTONE PPR;$ 121,00;20/4/2020
670307;7,79803E+12;CARPETA BETTY BOOP Nro 3 CARTONE MACO;$ 25,78;20/4/2020
